Num_Acc,annee,dep,lat,long,lum,atm,col,circ,nbv,prof,surf,infra,situ,vma,catv,mois,jour,target
202100040085,2021,26,44.337478,4.738026,1.0,1.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,13.0,0
202100040086,2021,55,49.142734,5.705225,1.0,1.0,7.0,1.0,2.0,1.0,1.0,0.0,3.0,130.0,7.0,5.0,14.0,0
202100040086,2021,55,49.142734,5.705225,1.0,1.0,7.0,1.0,2.0,1.0,1.0,0.0,3.0,130.0,7.0,5.0,14.0,0
202100040086,2021,55,49.142734,5.705225,1.0,1.0,7.0,1.0,2.0,1.0,1.0,0.0,3.0,130.0,7.0,5.0,14.0,1
202100040086,2021,55,49.142734,5.705225,1.0,1.0,7.0,1.0,2.0,1.0,1.0,0.0,3.0,130.0,7.0,5.0,14.0,0
202100040087,2021,21,47.298223,4.50433,3.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,130.0,7.0,5.0,13.0,1
202100040087,2021,21,47.298223,4.50433,3.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,130.0,7.0,5.0,13.0,0
202100040089,2021,58,47.342501,2.927942,2.0,2.0,6.0,1.0,1.0,2.0,2.0,3.0,6.0,,7.0,5.0,13.0,1
202100040112,2021,68,47.950069,7.365217,3.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,14.0,1
202100040112,2021,68,47.950069,7.365217,3.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,14.0,0
202100040114,2021,30,43.796186,4.306775,1.0,1.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,14.0,1
202100040114,2021,30,43.796186,4.306775,1.0,1.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,14.0,0
202100040129,2021,13,43.33006,5.39219,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,12.0,1
202100040129,2021,13,43.33006,5.39219,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,12.0,1
202100040129,2021,13,43.33006,5.39219,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,12.0,1
202100040129,2021,13,43.33006,5.39219,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,12.0,0
202100040129,2021,13,43.33006,5.39219,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,12.0,0
202100040129,2021,13,43.33006,5.39219,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,12.0,0
202100040135,2021,94,48.79425,2.44205,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,90.0,33.0,5.0,12.0,1
202100040165,2021,63,45.74315,3.13978,3.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,4.0,110.0,7.0,5.0,11.0,0
202100040165,2021,63,45.74315,3.13978,3.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,4.0,110.0,7.0,5.0,11.0,0
202100040165,2021,63,45.74315,3.13978,3.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,4.0,110.0,7.0,5.0,11.0,1
202100040243,2021,11,43.261034,2.02348,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,,7.0,5.0,12.0,1
202100040243,2021,11,43.261034,2.02348,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,,7.0,5.0,12.0,0
202100040243,2021,11,43.261034,2.02348,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,,7.0,5.0,12.0,0
202100040243,2021,11,43.261034,2.02348,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,,7.0,5.0,12.0,0
202100040288,2021,13,43.35325,5.36506,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,10.0,5.0,12.0,1
202100040288,2021,13,43.35325,5.36506,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,10.0,5.0,12.0,1
202100040288,2021,13,43.35325,5.36506,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,10.0,5.0,12.0,0
202100040289,2021,33,44.758326,-0.545944,1.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,130.0,7.0,5.0,12.0,0
202100040289,2021,33,44.758326,-0.545944,1.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,130.0,7.0,5.0,12.0,1
202100040291,2021,91,48.7266,2.31361,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,12.0,1
202100040291,2021,91,48.7266,2.31361,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,12.0,0
202100040292,2021,92,48.9334085389,2.3213132742,1.0,1.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,12.0,0
202100040292,2021,92,48.9334085389,2.3213132742,1.0,1.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,12.0,0
202100040292,2021,92,48.9334085389,2.3213132742,1.0,1.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,12.0,1
202100040293,2021,93,48.90864,2.44954,1.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,90.0,15.0,5.0,12.0,0
202100040293,2021,93,48.90864,2.44954,1.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,90.0,15.0,5.0,12.0,0
202100040293,2021,93,48.90864,2.44954,1.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,90.0,15.0,5.0,12.0,1
202100040294,2021,94,48.78877,2.44009,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,12.0,0
202100040294,2021,94,48.78877,2.44009,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,12.0,1
202100040312,2021,972,14.6045,-61.0028,1.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,1
202100040312,2021,972,14.6045,-61.0028,1.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040390,2021,02,50.007077,3.175006,1.0,1.0,7.0,3.0,4.0,2.0,1.0,0.0,1.0,130.0,7.0,5.0,11.0,1
202100040415,2021,76,49.494985,0.266703,3.0,2.0,7.0,1.0,1.0,2.0,2.0,0.0,1.0,50.0,33.0,5.0,11.0,1
202100040416,2021,30,43.762432,4.4244,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,12.0,1
202100040416,2021,30,43.762432,4.4244,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,12.0,1
202100040417,2021,30,43.810778,4.349095,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,,33.0,5.0,12.0,1
202100040425,2021,13,43.48999,5.24057,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040425,2021,13,43.48999,5.24057,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040425,2021,13,43.48999,5.24057,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,1
202100040427,2021,92,48.894601,2.229909,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,11.0,1
202100040427,2021,92,48.894601,2.229909,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,11.0,0
202100040428,2021,92,48.9354217595,2.2605830961,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040428,2021,92,48.9354217595,2.2605830961,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040428,2021,92,48.9354217595,2.2605830961,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040428,2021,92,48.9354217595,2.2605830961,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,1
202100040428,2021,92,48.9354217595,2.2605830961,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040428,2021,92,48.9354217595,2.2605830961,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040429,2021,95,48.9758416468,2.2423267365,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,70.0,7.0,5.0,11.0,1
202100040429,2021,95,48.9758416468,2.2423267365,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,70.0,7.0,5.0,11.0,0
202100040431,2021,93,48.92588,2.39973,1.0,1.0,3.0,3.0,10.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,1
202100040431,2021,93,48.92588,2.39973,1.0,1.0,3.0,3.0,10.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040432,2021,93,48.894814,2.471403,1.0,1.0,3.0,3.0,10.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,1
202100040432,2021,93,48.894814,2.471403,1.0,1.0,3.0,3.0,10.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040433,2021,95,48.96395,2.26309,1.0,1.0,5.0,3.0,9.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,11.0,1
202100040433,2021,95,48.96395,2.26309,1.0,1.0,5.0,3.0,9.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,11.0,0
202100040433,2021,95,48.96395,2.26309,1.0,1.0,5.0,3.0,9.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,11.0,0
202100040434,2021,95,48.9741233293,2.2438716888,1.0,2.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,90.0,33.0,5.0,10.0,1
202100040435,2021,94,48.82769,2.52551,1.0,1.0,4.0,3.0,8.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040435,2021,94,48.82769,2.52551,1.0,1.0,4.0,3.0,8.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,1
202100040435,2021,94,48.82769,2.52551,1.0,1.0,4.0,3.0,8.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040435,2021,94,48.82769,2.52551,1.0,1.0,4.0,3.0,8.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040435,2021,94,48.82769,2.52551,1.0,1.0,4.0,3.0,8.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,11.0,0
202100040436,2021,94,48.82913,2.48151,1.0,1.0,3.0,,2.0,1.0,1.0,0.0,1.0,70.0,7.0,5.0,10.0,1
202100040436,2021,94,48.82913,2.48151,1.0,1.0,3.0,,2.0,1.0,1.0,0.0,1.0,70.0,7.0,5.0,10.0,0
202100040564,2021,34,43.670253,4.010851,1.0,3.0,2.0,2.0,5.0,1.0,4.0,7.0,1.0,70.0,7.0,5.0,10.0,1
202100040564,2021,34,43.670253,4.010851,1.0,3.0,2.0,2.0,5.0,1.0,4.0,7.0,1.0,70.0,7.0,5.0,10.0,1
202100040564,2021,34,43.670253,4.010851,1.0,3.0,2.0,2.0,5.0,1.0,4.0,7.0,1.0,70.0,7.0,5.0,10.0,0
202100040578,2021,13,43.319702,5.422452,1.0,2.0,7.0,,1.0,1.0,2.0,0.0,1.0,70.0,7.0,5.0,10.0,1
202100040579,2021,13,43.4036,5.3431,1.0,2.0,4.0,,3.0,1.0,2.0,0.0,1.0,90.0,10.0,5.0,10.0,0
202100040579,2021,13,43.4036,5.3431,1.0,2.0,4.0,,3.0,1.0,2.0,0.0,1.0,90.0,10.0,5.0,10.0,1
202100040579,2021,13,43.4036,5.3431,1.0,2.0,4.0,,3.0,1.0,2.0,0.0,1.0,90.0,10.0,5.0,10.0,0
202100040579,2021,13,43.4036,5.3431,1.0,2.0,4.0,,3.0,1.0,2.0,0.0,1.0,90.0,10.0,5.0,10.0,0
202100040580,2021,91,48.72925,2.31412,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,10.0,1
202100040580,2021,91,48.72925,2.31412,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,10.0,0
202100040580,2021,91,48.72925,2.31412,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,10.0,0
202100040580,2021,91,48.72925,2.31412,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,10.0,0
202100040580,2021,91,48.72925,2.31412,1.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,110.0,10.0,5.0,10.0,0
202100040582,2021,94,48.7579,2.3356,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,70.0,7.0,5.0,10.0,0
202100040582,2021,94,48.7579,2.3356,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,70.0,7.0,5.0,10.0,1
202100040583,2021,92,48.9354125442,2.261189974,4.0,2.0,6.0,,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040583,2021,92,48.9354125442,2.261189974,4.0,2.0,6.0,,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040583,2021,92,48.9354125442,2.261189974,4.0,2.0,6.0,,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,0
202100040583,2021,92,48.9354125442,2.261189974,4.0,2.0,6.0,,2.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,10.0,1
202100040584,2021,94,48.8329741531,2.5336492518,1.0,8.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,110.0,7.0,5.0,10.0,1
202100040584,2021,94,48.8329741531,2.5336492518,1.0,8.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,110.0,7.0,5.0,10.0,0
202100040584,2021,94,48.8329741531,2.5336492518,1.0,8.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,110.0,7.0,5.0,10.0,0
202100040685,2021,76,49.483809,0.263071,1.0,2.0,3.0,3.0,4.0,1.0,2.0,0.0,1.0,110.0,10.0,5.0,6.0,0
202100040685,2021,76,49.483809,0.263071,1.0,2.0,3.0,3.0,4.0,1.0,2.0,0.0,1.0,110.0,10.0,5.0,6.0,1
202100040687,2021,68,47.641618,7.49723,2.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,10.0,0
202100040687,2021,68,47.641618,7.49723,2.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,10.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,0
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,0
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,0
202100040701,2021,13,43.40325,5.35696,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,8.0,1
202100040702,2021,13,43.40492,5.33913,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,90.0,7.0,5.0,8.0,1
202100040702,2021,13,43.40492,5.33913,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,90.0,7.0,5.0,8.0,1
202100040702,2021,13,43.40492,5.33913,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,90.0,7.0,5.0,8.0,1
202100040702,2021,13,43.40492,5.33913,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,90.0,7.0,5.0,8.0,1
202100040702,2021,13,43.40492,5.33913,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,90.0,7.0,5.0,8.0,0
202100040703,2021,13,43.2881164243,5.4246497154,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,7.0,1
202100040703,2021,13,43.2881164243,5.4246497154,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,7.0,0
202100040703,2021,13,43.2881164243,5.4246497154,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,70.0,7.0,5.0,7.0,1
202100040704,2021,13,43.2928736354,5.4761910439,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,1
202100040704,2021,13,43.2928736354,5.4761910439,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,0
202100040706,2021,33,44.8907232449,-0.5025315555,1.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040706,2021,33,44.8907232449,-0.5025315555,1.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040706,2021,33,44.8907232449,-0.5025315555,1.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040706,2021,33,44.8907232449,-0.5025315555,1.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040706,2021,33,44.8907232449,-0.5025315555,1.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040706,2021,33,44.8907232449,-0.5025315555,1.0,2.0,4.0,3.0,6.0,1.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040707,2021,91,48.72917,2.31441,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040707,2021,91,48.72917,2.31441,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,1
202100040707,2021,91,48.72917,2.31441,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040707,2021,91,48.72917,2.31441,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040707,2021,91,48.72917,2.31441,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040708,2021,94,48.77342,2.34593,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040708,2021,94,48.77342,2.34593,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040709,2021,91,48.68343,2.32885,3.0,1.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,8.0,0
202100040709,2021,91,48.68343,2.32885,3.0,1.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,8.0,1
202100040709,2021,91,48.68343,2.32885,3.0,1.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,8.0,1
202100040710,2021,78,48.77778,2.21617,1.0,1.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040710,2021,78,48.77778,2.21617,1.0,1.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040710,2021,78,48.77778,2.21617,1.0,1.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040710,2021,78,48.77778,2.21617,1.0,1.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,1
202100040713,2021,93,48.90761,2.45329,1.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,90.0,7.0,5.0,9.0,0
202100040713,2021,93,48.90761,2.45329,1.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,90.0,7.0,5.0,9.0,1
202100040713,2021,93,48.90761,2.45329,1.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,90.0,7.0,5.0,9.0,0
202100040714,2021,95,48.98762,2.50797,1.0,1.0,2.0,3.0,10.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040714,2021,95,48.98762,2.50797,1.0,1.0,2.0,3.0,10.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,1
202100040714,2021,95,48.98762,2.50797,1.0,1.0,2.0,3.0,10.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,0
202100040715,2021,93,48.86444,2.48236,1.0,2.0,4.0,3.0,6.0,2.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040715,2021,93,48.86444,2.48236,1.0,2.0,4.0,3.0,6.0,2.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040715,2021,93,48.86444,2.48236,1.0,2.0,4.0,3.0,6.0,2.0,2.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040717,2021,94,48.82971,2.48624,1.0,1.0,4.0,,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040717,2021,94,48.82971,2.48624,1.0,1.0,4.0,,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040717,2021,94,48.82971,2.48624,1.0,1.0,4.0,,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,9.0,1
202100040717,2021,94,48.82971,2.48624,1.0,1.0,4.0,,2.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,9.0,0
202100040756,2021,13,43.3532324895,5.3651797771,5.0,1.0,1.0,,2.0,2.0,1.0,0.0,1.0,50.0,7.0,5.0,8.0,0
202100040756,2021,13,43.3532324895,5.3651797771,5.0,1.0,1.0,,2.0,2.0,1.0,0.0,1.0,50.0,7.0,5.0,8.0,1
202100040756,2021,13,43.3532324895,5.3651797771,5.0,1.0,1.0,,2.0,2.0,1.0,0.0,1.0,50.0,7.0,5.0,8.0,1
202100040788,2021,37,47.4904767337,0.8195414544,1.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,70.0,7.0,5.0,8.0,1
202100040788,2021,37,47.4904767337,0.8195414544,1.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,70.0,7.0,5.0,8.0,0
202100040788,2021,37,47.4904767337,0.8195414544,1.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,70.0,7.0,5.0,8.0,0
202100040788,2021,37,47.4904767337,0.8195414544,1.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,70.0,7.0,5.0,8.0,0
202100040810,2021,85,46.72918,-1.27608,1.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,9.0,1
202100040810,2021,85,46.72918,-1.27608,1.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,9.0,1
202100040810,2021,85,46.72918,-1.27608,1.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,9.0,0
202100040810,2021,85,46.72918,-1.27608,1.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,1.0,130.0,7.0,5.0,9.0,1
202100040827,2021,67,48.291445,7.462978,1.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,1.0,110.0,7.0,5.0,9.0,1
202100040829,2021,11,43.159926,2.937813,1.0,1.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,90.0,7.0,4.0,23.0,1
202100040829,2021,11,43.159926,2.937813,1.0,1.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,90.0,7.0,4.0,23.0,1
202100040829,2021,11,43.159926,2.937813,1.0,1.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,90.0,7.0,4.0,23.0,1
202100040830,2021,28,48.282257,1.859218,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,3.0,130.0,10.0,5.0,9.0,1
202100040830,2021,28,48.282257,1.859218,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,3.0,130.0,10.0,5.0,9.0,1
202100040830,2021,28,48.282257,1.859218,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,3.0,130.0,10.0,5.0,9.0,1
202100040830,2021,28,48.282257,1.859218,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,3.0,130.0,10.0,5.0,9.0,0
202100040830,2021,28,48.282257,1.859218,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,3.0,130.0,10.0,5.0,9.0,1
202100040852,2021,13,43.40429,5.34161,1.0,1.0,4.0,,4.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,7.0,0
202100040852,2021,13,43.40429,5.34161,1.0,1.0,4.0,,4.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,7.0,1
202100040852,2021,13,43.40429,5.34161,1.0,1.0,4.0,,4.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,7.0,1
202100040852,2021,13,43.40429,5.34161,1.0,1.0,4.0,,4.0,2.0,1.0,0.0,1.0,110.0,7.0,5.0,7.0,0
202100040853,2021,13,43.28537,5.515,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,0
202100040853,2021,13,43.28537,5.515,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,0
202100040853,2021,13,43.28537,5.515,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,0
202100040853,2021,13,43.28537,5.515,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,1
202100040853,2021,13,43.28537,5.515,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,90.0,7.0,5.0,7.0,1
202100040854,2021,13,43.31335,5.36589,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,50.0,7.0,5.0,7.0,0
202100040854,2021,13,43.31335,5.36589,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,50.0,7.0,5.0,7.0,1
202100040855,2021,69,45.7086517078,4.9541687965,1.0,1.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,90.0,7.0,4.0,30.0,1
