id,name,set_name,set_release_date,rarity,hp,type,evolves_from,nb_attacks,is_holo,is_reverse,price_tcgplayer_low,price_tcgplayer_mid,price_tcgplayer_high,price_tcgplayer_market,price_cardmarket_low,price_cardmarket_trend,price_cardmarket_avg30,price_cardmarket_avg7,price_cardmarket_avg1,price_cardmarket_avg_sell,price_pricecharting,market_price,high_price,low_price,trend_price,year,rarity_encoded,set_age,price_range,hp_normalized,has_evolution,price_source_count,price_volatility,target
sm9-51,Tapu Koko ◇,Team Up,2019/02/01,Rare Prism Star,130.0,Lightning,,1,1,0,0.97,1.68,9.8,1.49,0.2,2.8,1.87,4.04,2.49,2.34,,2.3875,9.8,0.2,2.8,2019,3,5,9.600000000000001,0.34210526315789475,0,4,4.020942408376964,1
xyp-XY39,Kingdra,XY Black Star Promos,2013/10/12,Promo,130.0,Dragon,Seadra,2,1,0,32.09,182.45,694.45,36.03,45.0,31.95,26.06,22.85,20.0,20.0,,65.3325,694.45,32.09,31.95,2013,2,11,662.36,0.34210526315789475,1,4,10.138292580262505,0
dp5-44,Prinplup,Majestic Dawn,2008/05/01,Uncommon,80.0,Water,Piplup,2,0,1,0.1,0.47,19.98,0.45,0.02,0.21,0.25,0.15,0.05,0.32,,0.3475,19.98,0.02,0.21,2008,2,16,19.96,0.21052631578947367,1,4,57.438848920863315,0
gym1-49,Erika's Weepinbell,Gym Heroes,2000/08/14,Uncommon,70.0,Grass,Erika's Bellsprout,2,0,0,,,,,0.25,1.78,1.65,1.75,1.5,1.73,,1.74,1.73,0.25,1.78,2000,2,24,1.48,0.18421052631578946,1,2,0.8505747126436781,0
pl2-45,Leafeon,Rising Rivals,2009/05/16,Uncommon,90.0,Grass,Eevee,2,0,1,1.59,3.75,33.1,2.73,0.02,0.67,0.67,0.63,0.68,0.67,,1.945,33.1,0.02,0.67,2009,2,15,33.08,0.23684210526315788,1,4,17.00771208226221,0
xy8-44,Vanillish,BREAKthrough,2015/11/04,Uncommon,70.0,Water,Vanillite,2,0,1,0.04,0.2,19.98,0.16,0.02,0.2,0.14,0.18,0.25,0.19,,0.1825,19.98,0.02,0.2,2015,2,9,19.96,0.18421052631578946,1,4,109.36986301369863,0
ex16-42,Aron,Power Keepers,2007/02/02,Common,50.0,Metal,,2,0,1,0.7,1.3,19.66,1.33,0.02,0.43,0.5,0.42,0.12,0.5,,0.8875,19.66,0.02,0.43,2007,1,17,19.64,0.13157894736842105,0,4,22.129577464788735,0
bwp-BW38,Zekrom-EX,BW Black Star Promos,2011/03/01,Promo,180.0,Lightning,,2,1,0,4.0,5.99,89.42,8.33,0.5,4.67,6.02,5.8,2.99,5.77,,6.4725,89.42,0.5,4.67,2011,2,13,88.92,0.47368421052631576,0,4,13.738122827346466,0
pl1-50,Houndoom G,Platinum,2009/02/11,Uncommon,90.0,Fire,,2,0,1,1.08,1.75,34.0,2.24,0.02,0.54,0.75,0.8,0.32,0.58,,1.3425,34.0,0.02,0.54,2009,2,15,33.98,0.23684210526315788,0,4,25.310986964618248,0
xy12-43,Nidoran ♂,Evolutions,2016/11/02,Common,60.0,Psychic,,1,0,1,0.01,0.2,3.09,0.19,0.02,0.11,0.08,0.12,0.38,0.08,,0.14750000000000002,3.09,0.01,0.11,2016,1,8,3.08,0.15789473684210525,0,4,20.881355932203387,0
dp4-44,Loudred,Great Encounters,2008/02/01,Uncommon,80.0,Colorless,Whismur,2,0,1,0.1,0.36,19.98,0.46,0.02,0.16,0.18,0.18,0.12,0.2,,0.3,19.98,0.02,0.16,2008,2,16,19.96,0.21052631578947367,1,4,66.53333333333335,0
base1-51,Koffing,Base,1999/01/09,Common,50.0,Grass,,1,0,0,0.15,0.54,9999.0,0.92,0.02,0.93,0.98,1.18,3.12,0.88,,0.8799999999999999,9999.0,0.02,0.93,1999,1,25,9998.98,0.13157894736842105,0,4,11362.477272727274,0
hgss1-55,Unown,HeartGold & SoulSilver,2010/02/10,Uncommon,50.0,Psychic,,1,0,1,0.38,1.34,19.98,1.36,0.08,0.37,0.59,0.44,0.5,0.4,,0.885,19.98,0.08,0.37,2010,2,14,19.900000000000002,0.13157894736842105,0,4,22.485875706214692,0
dp2-45,Dewgong,Mysterious Treasures,2007/08/01,Uncommon,90.0,Water,Seel,1,0,1,0.23,0.4,19.98,0.43,0.02,0.46,0.33,0.42,0.5,0.32,,0.3925,19.98,0.02,0.46,2007,2,17,19.96,0.23684210526315788,1,4,50.853503184713375,1
base6-46,Haunter,Legendary Collection,2002/05/24,Uncommon,50.0,Psychic,Gastly,1,0,1,2.68,5.13,44.98,3.18,0.15,2.69,1.97,2.86,1.5,2.19,,3.34,44.98,0.15,2.69,2002,2,22,44.83,0.13157894736842105,1,4,13.422155688622755,0
swsh2-45,Palpitoad,Rebel Clash,2020/05/01,Uncommon,90.0,Water,Tympole,1,0,1,0.01,0.15,19.98,0.1,0.02,0.04,0.05,0.04,0.03,0.05,,0.08499999999999999,19.98,0.01,0.04,2020,2,4,19.97,0.23684210526315788,1,4,234.94117647058823,0
sm75-48,White Kyurem-GX,Dragon Majesty,2018/09/07,Rare Holo GX,190.0,Dragon,,3,1,0,3.69,5.99,59.14,5.27,2.39,7.09,5.78,7.02,19.98,6.91,,6.2975,59.14,2.39,7.09,2018,4,6,56.75,0.5,0,4,9.011512504962287,1
sm115-52,Blaine's Last Stand,Hidden Fates,2019/08/23,Rare,,,,0,0,1,0.04,0.21,2.23,0.16,0.02,0.14,0.15,0.13,0.07,0.12,,0.155,2.23,0.02,0.14,2019,3,5,2.21,,0,4,14.258064516129032,0
xyp-XY40,Ditto,XY Black Star Promos,2013/10/12,Promo,70.0,Colorless,,1,1,0,39.99,59.99,680.58,72.43,6.99,20.44,17.24,17.89,18.0,15.97,,41.57000000000001,680.58,6.99,20.44,2013,2,11,673.59,0.18421052631578946,0,4,16.203752706278564,0
ex8-49,Swellow,Deoxys,2005/02/01,Uncommon,70.0,Colorless,Taillow,2,0,1,0.25,0.54,19.88,0.54,0.05,0.54,0.49,0.36,0.3,0.61,,0.5125,19.88,0.05,0.54,2005,2,19,19.83,0.18421052631578946,1,4,38.69268292682927,0
dp3-54,Lombre,Secret Wonders,2007/11/01,Uncommon,70.0,Water,Lotad,2,0,1,0.19,0.42,20.0,0.38,0.03,0.15,0.27,0.1,0.15,0.35,,0.3125,20.0,0.03,0.15,2007,2,17,19.97,0.18421052631578946,1,4,63.903999999999996,0
neo3-46,Murkrow,Neo Revelation,2001/09/21,Common,40.0,Darkness,,2,0,0,,,,,0.02,0.86,0.72,1.02,1.46,0.71,,0.865,0.71,0.02,0.86,2001,1,23,0.69,0.10526315789473684,0,2,0.7976878612716762,0
sm5-49,Pachirisu,Ultra Prism,2018/02/02,Common,70.0,Lightning,,2,0,1,0.01,0.25,5.99,0.28,0.02,0.06,0.08,0.09,0.07,0.07,,0.17250000000000001,5.99,0.01,0.06,2018,1,6,5.98,0.18421052631578946,0,4,34.666666666666664,0
basep-48,Articuno,Wizards Black Star Promos,1999/07/01,Promo,80.0,Water,,1,0,0,82.95,123.4,9999.0,81.74,29.0,40.86,49.97,32.72,30.0,36.92,,68.695,9999.0,29.0,40.86,1999,2,25,9970.0,0.21052631578947367,0,4,145.13428924958149,0
sm6-46,Honedge,Forbidden Light,2018/05/04,Common,50.0,Psychic,,1,0,1,0.03,0.2,1.49,0.19,0.02,0.07,0.11,0.07,0.1,0.08,,0.135,1.49,0.02,0.07,2018,1,6,1.47,0.13157894736842105,0,4,10.888888888888888,0
base5-48,Porygon,Team Rocket,2000/04/24,Uncommon,40.0,Colorless,,2,0,0,,,,,0.02,2.31,2.24,2.11,1.09,2.34,,2.2249999999999996,2.34,0.02,2.31,2000,2,24,2.32,0.10526315789473684,0,2,1.0426966292134832,0
xy4-46,Gligar,Phantom Forces,2014/11/05,Common,60.0,Fighting,,1,0,1,0.01,0.22,19.98,0.15,0.02,0.22,0.14,0.19,0.04,0.11,,0.16749999999999998,19.98,0.01,0.22,2014,1,10,19.97,0.15789473684210525,0,4,119.22388059701493,1
ex16-43,Bagon,Power Keepers,2007/02/02,Common,50.0,Colorless,,1,0,1,0.1,0.34,19.98,0.38,0.02,0.21,0.13,0.25,0.05,0.15,,0.28,19.98,0.02,0.21,2007,1,17,19.96,0.13157894736842105,0,4,71.28571428571428,0
swsh1-52,Mantine,Sword & Shield,2020/02/07,Uncommon,110.0,Water,,2,0,1,0.01,0.19,19.98,0.14,0.02,0.06,0.09,0.07,0.07,0.09,,0.12250000000000001,19.98,0.01,0.06,2020,2,4,19.97,0.2894736842105263,0,4,163.02040816326527,0
neo2-42,Metapod,Neo Discovery,2001/06/01,Uncommon,70.0,Grass,Caterpie,2,0,0,,,,,0.02,0.65,0.71,0.48,0.28,0.64,,0.56,0.64,0.02,0.65,2001,2,23,0.62,0.18421052631578946,1,2,1.107142857142857,1
hgss3-49,Gligar,HS—Undaunted,2010/08/18,Common,70.0,Fighting,,1,0,1,0.2,0.37,5.23,0.4,0.02,0.17,0.24,0.24,0.08,0.26,,0.3175,5.23,0.02,0.17,2010,1,14,5.210000000000001,0.18421052631578946,0,4,16.40944881889764,0
xy1-50,Grumpig,XY,2014/02/05,Rare,100.0,Psychic,Spoink,2,0,1,0.19,0.43,19.98,0.41,0.1,0.48,0.51,0.48,0.2,0.45,,0.4425,19.98,0.1,0.48,2014,3,10,19.88,0.2631578947368421,1,4,44.92655367231638,0
swsh4-47,Jolteon,Vivid Voltage,2020/11/13,Rare,100.0,Lightning,Eevee,1,0,1,0.1,0.41,19.48,0.33,0.02,1.17,0.68,0.73,0.42,0.6,,0.5175,19.48,0.02,1.17,2020,3,4,19.46,0.2631578947368421,1,4,37.60386473429952,1
hgss4-52,Wailmer,HS—Triumphant,2010/11/03,Uncommon,90.0,Water,,2,0,1,0.3,0.43,19.98,0.38,0.02,0.23,0.51,0.36,0.42,0.37,,0.385,19.98,0.02,0.23,2010,2,14,19.96,0.23684210526315788,0,4,51.84415584415584,0
bw11-54,Mewtwo-EX,Legendary Treasures,2013/11/06,Rare Holo EX,170.0,Psychic,,2,1,0,8.0,23.45,253.7,14.24,4.0,12.1,11.37,12.82,14.95,11.18,,15.4225,253.7,4.0,12.1,2013,4,11,249.7,0.4473684210526316,0,4,16.19063057221592,0
xy8-45,Vanilluxe,BREAKthrough,2015/11/04,Rare,130.0,Water,Vanillish,2,0,1,0.09,0.38,19.98,0.38,0.04,0.43,0.48,0.6,0.75,0.67,,0.5075000000000001,19.98,0.04,0.43,2015,3,9,19.94,0.34210526315789475,1,4,39.29064039408867,0
xy9-43,Electivire,BREAKpoint,2016/02/03,Uncommon,110.0,Lightning,Electabuzz,2,0,1,0.03,0.23,19.98,0.23,0.02,0.15,0.11,0.13,0.05,0.13,,0.18000000000000002,19.98,0.02,0.15,2016,2,8,19.96,0.2894736842105263,1,4,110.88888888888889,0
sm1-48,Bruxish,Sun & Moon,2017/02/03,Rare,110.0,Water,,2,0,1,0.02,0.2,19.98,0.15,0.02,0.11,0.13,0.1,0.03,0.12,,0.1425,19.98,0.02,0.11,2017,3,7,19.96,0.2894736842105263,0,4,140.07017543859652,0
swsh3-45,Vanillite,Darkness Ablaze,2020/08/14,Common,60.0,Water,,1,0,1,0.01,0.16,25.06,0.06,0.02,0.07,0.05,0.04,0.1,0.06,,0.08,25.06,0.01,0.07,2020,1,4,25.049999999999997,0.15789473684210525,0,4,313.12499999999994,0
ecard3-17,Magcargo,Skyridge,2003/05/12,Rare,80.0,Fire,Slugma,2,0,1,17.13,20.24,209.8,17.69,1.5,5.21,7.01,6.02,5.5,6.88,,12.7075,209.8,1.5,5.21,2003,3,21,208.3,0.21052631578947367,1,4,16.391894550462325,0
bw10-55,Houndour,Plasma Blast,2013/08/14,Common,60.0,Darkness,,2,0,1,0.08,0.37,19.98,0.35,0.02,0.17,0.16,0.14,0.24,0.17,,0.2575,19.98,0.02,0.17,2013,1,11,19.96,0.15789473684210525,0,4,77.51456310679612,0
ex12-54,Grimer,Legend Maker,2006/02/01,Common,40.0,Grass,,2,0,1,0.6,1.42,19.98,1.48,0.02,0.37,0.45,0.31,0.45,0.48,,0.9225,19.98,0.02,0.37,2006,1,18,19.96,0.10526315789473684,0,4,21.636856368563688,0
bw4-54,Mewtwo-EX,Next Destinies,2012/02/08,Rare Holo EX,170.0,Psychic,,2,1,0,11.31,23.83,209.67,24.63,3.99,8.97,10.71,10.34,9.9,9.3,,17.025,209.67,3.99,8.97,2012,4,12,205.67999999999998,0.4473684210526316,0,4,12.081057268722466,0
sma-SV44,Oranguru,Hidden Fates Shiny Vault,2019/08/23,Rare Shiny,120.0,Colorless,,1,1,0,1.25,2.0,19.98,1.94,1.0,1.82,2.15,2.01,1.49,1.96,,1.9775,19.98,1.0,1.82,2019,6,5,18.98,0.3157894736842105,0,4,9.597977243994944,0
col1-51,Seviper,Call of Legends,2011/02/09,Uncommon,90.0,Psychic,,2,0,1,0.2,0.39,501.5,0.37,0.02,0.67,0.59,0.53,0.4,0.68,,0.4925,501.5,0.02,0.67,2011,2,13,501.48,0.23684210526315788,0,4,1018.2335025380711,1
ecard1-41,Clefable,Expedition Base Set,2002/09/15,Rare,70.0,Colorless,Clefairy,1,0,1,3.0,38.19,66.5,6.75,0.4,3.46,2.92,3.96,4.0,3.2,,13.025,66.5,0.4,3.46,2002,3,22,66.1,0.18421052631578946,1,4,5.074856046065259,0
xy2-57,Krokorok,Flashfire,2014/05/07,Uncommon,90.0,Darkness,Sandile,2,0,1,0.05,0.24,19.98,0.17,0.02,0.07,0.12,0.11,0.05,0.11,,0.1575,19.98,0.02,0.07,2014,2,10,19.96,0.23684210526315788,1,4,126.73015873015873,0
xy5-51,Gorebyss,Primal Clash,2015/02/04,Uncommon,80.0,Water,Clamperl,2,0,1,0.12,0.35,19.98,0.34,0.05,0.26,0.3,0.31,0.4,0.34,,0.335,19.98,0.05,0.26,2015,2,9,19.93,0.21052631578947367,1,4,59.492537313432834,0
dpp-DP50,Arceus,DP Black Star Promos,2007/05/01,Promo,90.0,Colorless,,1,1,0,12.42,25.0,299.73,28.63,,,,,,,,26.814999999999998,299.73,12.42,26.814999999999998,2007,2,17,287.31,0.23684210526315788,0,2,10.714525452172293,0
bw3-47,Cofagrigus,Noble Victories,2011/11/16,Rare,90.0,Psychic,Yamask,1,0,1,1.43,2.52,36.0,2.52,0.02,1.45,1.11,1.75,5.5,0.71,,1.875,36.0,0.02,1.45,2011,3,13,35.98,0.23684210526315788,1,4,19.18933333333333,0
ex1-40,Marshtomp,Ruby & Sapphire,2003/07/01,Uncommon,70.0,Water,Mudkip,2,0,1,0.99,1.49,27.1,1.62,,,,,,,,1.5550000000000002,27.1,0.99,1.5550000000000002,2003,2,21,26.110000000000003,0.18421052631578946,1,2,16.790996784565916,0
ecard2-24,Nidoking,Aquapolis,2003/01/15,Rare,110.0,Fighting,Nidorino,1,0,1,10.35,19.99,219.9,14.09,0.8,4.43,4.67,2.54,5.0,5.29,,10.4775,219.9,0.8,4.43,2003,3,21,219.1,0.2894736842105263,1,4,20.911476974469103,0
sm35-41,Latios,Shining Legends,2017/10/06,Rare Holo,110.0,Psychic,,2,1,1,0.25,0.8,19.98,0.82,0.1,0.57,0.64,0.7,1.25,0.65,,0.7424999999999999,19.98,0.1,0.57,2017,4,7,19.88,0.2894736842105263,0,4,26.774410774410775,0
swshp-SWSH043,Galarian Sirfetch'd V,SWSH Black Star Promos,2019/11/15,Promo,210.0,Fighting,,1,1,0,0.74,1.29,96.84,1.19,0.4,3.7,1.92,1.38,2.0,2.22,,1.52,96.84,0.4,3.7,2019,2,5,96.44,0.5526315789473685,0,4,63.44736842105263,1
bw6-50,Drifloon,Dragons Exalted,2012/08/15,Common,60.0,Psychic,,2,0,1,0.14,0.34,19.98,0.34,0.02,0.17,0.14,0.16,0.3,0.16,,0.25,19.98,0.02,0.17,2012,1,12,19.96,0.15789473684210525,0,4,79.84,0
bw9-50,Beldum,Plasma Freeze,2013/05/08,Common,60.0,Psychic,,2,0,1,0.06,0.28,19.98,0.36,0.02,0.19,0.12,0.16,0.19,0.16,,0.24000000000000002,19.98,0.02,0.19,2013,1,11,19.96,0.15789473684210525,0,4,83.16666666666666,0
sm9-52,Zeraora,Team Up,2019/02/01,Rare Holo,120.0,Lightning,,2,1,1,0.62,1.38,3.0,1.41,0.6,2.01,2.13,2.09,1.65,1.89,,1.6925,3.0,0.6,2.01,2019,4,5,2.4,0.3157894736842105,0,4,1.4180206794682422,1
ex7-49,Skiploom,Team Rocket Returns,2004/11/01,Uncommon,60.0,Grass,Hoppip,1,0,1,0.52,1.18,19.98,1.07,0.1,0.48,0.46,0.48,0.35,0.52,,0.8125,19.98,0.1,0.48,2004,2,20,19.88,0.15789473684210525,1,4,24.467692307692307,0
ex9-51,Gulpin,Emerald,2005/05/01,Common,50.0,Grass,,2,0,1,0.25,0.57,19.98,0.61,0.02,0.27,0.18,0.21,0.7,0.19,,0.39499999999999996,19.98,0.02,0.27,2005,1,19,19.96,0.13157894736842105,0,4,50.53164556962026,0
base4-50,Magikarp,Base Set 2,2000/02/24,Uncommon,30.0,Water,,2,0,0,0.39,1.0,501.5,1.43,0.2,1.52,1.12,1.33,1.9,1.27,,1.2574999999999998,501.5,0.2,1.52,2000,2,24,501.3,0.07894736842105263,0,4,398.648111332008,1
xy7-51,Registeel,Ancient Origins,2015/08/12,Rare,120.0,Metal,,2,0,1,0.03,0.38,4.0,0.38,0.02,0.39,0.33,0.4,0.2,0.41,,0.39249999999999996,4.0,0.02,0.39,2015,3,9,3.98,0.3157894736842105,0,4,10.140127388535033,0
bw8-51,Galvantula,Plasma Storm,2013/02/06,Uncommon,80.0,Lightning,Joltik,2,0,1,0.24,0.45,1.68,0.41,0.02,0.4,0.31,0.37,0.75,0.35,,0.395,1.68,0.02,0.4,2013,2,11,1.66,0.21052631578947367,1,4,4.20253164556962,0
ex10-49,Xatu,Unseen Forces,2005/08/01,Uncommon,80.0,Psychic,Natu,2,0,1,0.19,0.56,19.98,0.55,0.02,0.44,0.57,0.99,0.24,0.37,,0.6174999999999999,19.98,0.02,0.44,2005,2,19,19.96,0.21052631578947367,1,4,32.32388663967612,0
xy3-40,Gothorita,Furious Fists,2014/08/13,Uncommon,80.0,Psychic,Gothita,2,0,1,0.1,0.3,19.98,0.3,0.05,0.14,0.17,0.12,0.2,0.11,,0.2075,19.98,0.05,0.14,2014,2,10,19.93,0.21052631578947367,1,4,96.04819277108435,0
dp7-42,Magneton,Stormfront,2008/11/01,Uncommon,80.0,Metal,Magnemite,2,0,1,0.35,0.66,19.98,0.72,0.05,0.24,0.27,0.2,0.16,0.3,,0.47,19.98,0.05,0.24,2008,2,16,19.93,0.21052631578947367,1,4,42.40425531914894,0
pl2-46,Machamp GL,Rising Rivals,2009/05/16,Uncommon,100.0,Fighting,,2,0,1,0.49,1.02,19.98,1.0,0.04,0.59,0.42,0.41,2.0,0.46,,0.7225,19.98,0.04,0.59,2009,2,15,19.94,0.2631578947368421,0,4,27.59861591695502,0
dp5-45,Raichu,Majestic Dawn,2008/05/01,Uncommon,90.0,Lightning,Pikachu,2,0,1,1.86,4.4,96.86,1.86,0.08,0.89,0.69,0.94,0.9,0.48,,1.92,96.86,0.08,0.89,2008,2,16,96.78,0.23684210526315788,1,4,50.40625,0
neo4-50,Light Ninetales,Neo Destiny,2002/02/28,Uncommon,90.0,Fire,Vulpix,2,0,0,,,,,1.49,4.99,8.09,5.35,2.0,7.22,,6.285,7.22,1.49,4.99,2002,2,22,5.7299999999999995,0.23684210526315788,1,2,0.9116945107398567,0
dp6-45,Vileplume,Legends Awakened,2008/08/01,Rare,120.0,Grass,Gloom,1,0,1,1.5,2.0,35.0,2.03,0.25,1.86,1.95,1.42,1.5,1.43,,1.7199999999999998,35.0,0.25,1.86,2008,3,16,34.75,0.3157894736842105,1,4,20.203488372093027,0
xy10-49,Carbink,Fates Collide,2016/05/02,Rare,80.0,Fighting,,1,0,1,0.12,0.48,19.98,0.49,0.04,0.46,0.43,0.38,0.35,0.5,,0.4625,19.98,0.04,0.46,2016,3,8,19.94,0.21052631578947367,0,4,43.11351351351352,0
base2-42,Persian,Jungle,1999/06/16,Uncommon,70.0,Colorless,Meowth,2,0,0,,,,,0.02,1.08,1.25,1.04,0.7,1.17,,1.105,1.17,0.02,1.08,1999,2,25,1.15,0.18421052631578946,1,2,1.0407239819004523,0
g1-38,Diglett,Generations,2016/02/22,Common,50.0,Fighting,,2,0,1,0.01,0.5,5.0,0.44,0.02,0.31,0.35,0.69,0.02,0.4,,0.5075,5.0,0.01,0.31,2016,1,8,4.99,0.13157894736842105,0,4,9.832512315270938,0
sm10-42,Slowpoke,Unbroken Bonds,2019/05/03,Common,70.0,Water,,2,0,1,0.1,0.38,10.0,0.49,0.02,0.25,0.18,0.22,0.47,0.16,,0.3125,10.0,0.02,0.25,2019,1,5,9.98,0.18421052631578946,0,4,31.936,0
ex4-51,Team Aqua's Corphish,Team Magma vs Team Aqua,2004/03/01,Common,50.0,Water,,2,0,1,0.39,0.92,19.98,0.85,0.02,0.44,0.4,0.49,0.1,0.42,,0.6699999999999999,19.98,0.02,0.44,2004,1,20,19.96,0.13157894736842105,0,4,29.791044776119406,0
sm4-42,Grumpig,Crimson Invasion,2017/11/03,Uncommon,120.0,Psychic,Spoink,1,0,1,0.01,0.2,19.98,0.19,0.02,0.06,0.07,0.07,0.1,0.07,,0.1325,19.98,0.01,0.06,2017,2,7,19.97,0.3157894736842105,1,4,150.71698113207546,0
hgss1-56,Wigglytuff,HeartGold & SoulSilver,2010/02/10,Uncommon,90.0,Colorless,Jigglypuff,2,0,1,1.5,5.24,20.0,1.82,0.02,0.43,0.53,0.45,0.79,0.4,,1.9775000000000003,20.0,0.02,0.43,2010,2,14,19.98,0.23684210526315788,1,4,10.103666245259165,0
gym1-50,Lt. Surge's Magnemite,Gym Heroes,2000/08/14,Uncommon,30.0,Lightning,,2,0,0,,,,,0.2,2.81,2.59,3.18,3.25,2.67,,2.925,2.67,0.2,2.81,2000,2,24,2.4699999999999998,0.07894736842105263,0,2,0.8444444444444444,0
bw5-43,Galvantula,Dark Explorers,2012/05/09,Rare,80.0,Lightning,Joltik,2,0,1,0.33,1.08,19.62,1.09,0.15,0.68,0.75,0.65,0.65,0.68,,0.875,19.62,0.15,0.68,2012,3,12,19.470000000000002,0.21052631578947367,1,4,22.251428571428573,0
ex2-43,Lileep,Sandstorm,2003/09/18,Uncommon,80.0,Grass,Root Fossil,2,0,1,0.9,2.99,35.2,2.97,0.1,1.66,1.56,1.69,1.49,1.65,,2.325,35.2,0.1,1.66,2003,2,21,35.1,0.21052631578947367,1,4,15.096774193548386,0
pl4-52,Bagon,Arceus,2009/11/04,Common,60.0,Colorless,,2,0,1,0.1,0.35,19.98,0.39,0.02,0.28,0.2,0.28,0.85,0.26,,0.32,19.98,0.02,0.28,2009,1,15,19.96,0.15789473684210525,0,4,62.375,0
swsh35-53,Hop,Champion's Path,2020/09/25,Uncommon,,,,0,0,1,0.01,0.18,19.98,0.11,0.02,0.02,0.06,0.05,0.02,0.05,,0.09749999999999999,19.98,0.01,0.02,2020,2,4,19.97,,0,4,204.82051282051282,0
xy6-47,Carbink,Roaring Skies,2015/05/06,Rare,70.0,Fairy,,1,0,1,0.12,0.39,19.98,0.34,0.03,0.46,0.35,0.5,0.25,0.36,,0.39749999999999996,19.98,0.03,0.46,2015,3,9,19.95,0.18421052631578946,0,4,50.18867924528302,1
sm12-53,Kyogre,Cosmic Eclipse,2019/11/01,Rare,130.0,Water,,2,0,1,0.2,0.55,19.98,0.55,0.05,1.72,1.24,1.42,5.9,1.32,,0.96,19.98,0.05,1.72,2019,3,5,19.93,0.34210526315789475,0,4,20.760416666666668,1
ex14-47,Cacnea,Crystal Guardians,2006/08/01,Common,50.0,Grass,,2,0,1,0.25,0.65,19.98,0.68,0.02,0.65,0.61,0.48,0.05,0.67,,0.62,19.98,0.02,0.65,2006,1,18,19.96,0.13157894736842105,0,4,32.193548387096776,0
pl1-51,Kirlia,Platinum,2009/02/11,Uncommon,80.0,Psychic,Ralts,2,0,1,0.4,0.93,19.98,1.04,0.02,0.23,0.23,0.2,0.25,0.27,,0.6100000000000001,19.98,0.02,0.23,2009,2,15,19.96,0.21052631578947367,1,4,32.721311475409834,0
sm2-50,Trubbish,Guardians Rising,2017/05/05,Common,70.0,Psychic,,2,0,1,0.17,0.45,19.98,0.46,0.02,0.06,0.1,0.07,0.1,0.1,,0.27,19.98,0.02,0.06,2017,1,7,19.96,0.18421052631578946,0,4,73.92592592592592,0
xy12-44,Nidorino,Evolutions,2016/11/02,Uncommon,90.0,Psychic,Nidoran ♂,2,0,1,0.02,0.24,19.98,0.25,0.02,0.13,0.13,0.13,0.24,0.13,,0.1875,19.98,0.02,0.13,2016,2,8,19.96,0.23684210526315788,1,4,106.45333333333333,0
sm8-49,Victini,Lost Thunder,2018/11/02,Rare,70.0,Fire,,1,0,1,0.3,0.59,19.98,0.58,0.25,0.75,0.7,0.86,0.94,0.86,,0.7224999999999999,19.98,0.25,0.75,2018,3,6,19.73,0.18421052631578946,0,4,27.307958477508656,0
xy11-53,Primeape,Steam Siege,2016/08/03,Rare,90.0,Fighting,Mankey,2,0,1,0.15,0.29,19.98,0.29,0.02,0.34,0.28,0.29,0.1,0.3,,0.2925,19.98,0.02,0.34,2016,3,8,19.96,0.23684210526315788,1,4,68.23931623931625,1
bwp-BW39,Battle City,BW Black Star Promos,2011/03/01,Promo,,,,0,1,0,6.45,21.97,108.4,7.47,0.49,5.75,4.32,4.69,3.56,7.53,,10.415,108.4,0.49,5.75,2011,2,13,107.91000000000001,,0,4,10.361017762842057,0
neo1-46,Quilava,Neo Genesis,2000/12/16,Uncommon,60.0,Fire,Cyndaquil,2,0,0,,,,,0.02,4.22,2.51,4.81,4.0,2.16,,3.485,2.16,0.02,4.22,2000,2,24,2.14,0.15789473684210525,1,2,0.6140602582496414,1
hgss2-50,Larvitar,HS—Unleashed,2010/05/12,Common,50.0,Fighting,,2,0,1,0.21,0.63,19.98,0.63,0.02,0.31,0.27,0.41,0.62,0.23,,0.475,19.98,0.02,0.31,2010,1,14,19.96,0.13157894736842105,0,4,42.021052631578954,0
ex11-49,Metang δ,Delta Species,2005/10/31,Uncommon,80.0,Lightning,Beldum,2,0,1,2.0,4.01,52.8,4.01,0.02,9.87,3.7,10.9,20.0,8.99,,6.977499999999999,52.8,0.02,9.87,2005,2,19,52.779999999999994,0.21052631578947367,1,4,7.564313865997851,1
sm7-50,Lanturn,Celestial Storm,2018/08/03,Uncommon,110.0,Lightning,Chinchou,1,0,1,0.05,0.32,19.98,0.32,0.02,0.12,0.12,0.13,0.1,0.12,,0.2225,19.98,0.02,0.12,2018,2,6,19.96,0.2894736842105263,1,4,89.70786516853933,0
ex13-50,Primeape δ,Holon Phantoms,2006/05/01,Uncommon,70.0,Fire,Mankey,2,0,1,0.7,2.0,19.98,3.01,0.05,0.47,0.52,0.55,0.75,0.53,,1.5225,19.98,0.05,0.47,2006,2,18,19.93,0.18421052631578946,1,4,13.09031198686371,0
ex3-49,Bagon,Dragon,2003/11/24,Common,40.0,Colorless,,2,0,1,0.1,0.39,19.98,0.43,0.02,0.32,0.29,0.21,0.25,0.34,,0.3425,19.98,0.02,0.32,2003,1,21,19.96,0.10526315789473684,0,4,58.27737226277372,0
dp1-52,Luxio,Diamond & Pearl,2007/05/01,Uncommon,80.0,Lightning,Shinx,2,0,1,0.15,0.5,19.98,0.63,6.95,19.7,8.83,15.34,80.0,80.0,,24.1175,80.0,0.15,19.7,2007,2,17,79.85,0.21052631578947367,1,4,3.3108738467917487,0
